날짜: 2026-06-26
게임 #292 (보드 #24, 시드 20270024)
대결: 선공 19931  vs  후공 18913

== 보드 (10행 x 17열, 각 칸 1~9) ==
  8 1 4 2 2 1 3 6 2 4 2 1 2 3 1 8 1
  9 4 8 9 4 6 5 5 5 3 4 3 3 5 1 5 6
  5 4 1 7 9 1 5 6 8 1 1 5 6 5 2 5 6
  2 9 5 4 3 4 9 2 8 2 5 4 9 3 4 3 3
  1 5 2 8 4 6 8 1 5 4 1 5 3 1 2 6 8
  3 4 1 8 4 3 9 8 8 1 2 1 1 7 5 3 7
  8 7 7 7 1 4 2 6 1 4 1 1 5 9 4 9 9
  2 8 6 4 5 4 5 8 2 7 8 1 5 4 5 5 1
  5 1 2 2 5 9 7 1 8 8 3 3 5 6 8 8 5
  7 5 4 7 3 6 9 7 8 2 3 1 3 7 3 3 4

== 진행/결과 ==
  선공(FIRST) = 19931    후공(SECOND) = 18913
  --- 진행 과정 ---
      1. [선]19931  (0,1)~(0,5)    점수 선5-후0
      2. [후]18913  (0,14)~(4,14)  점수 선5-후5
      3. [선]19931  (8,10)~(9,11)  점수 선9-후5
      4. [후]18913  (4,12)~(4,15)  점수 선9-후8
      5. [선]19931  (1,9)~(1,11)   점수 선12-후8
      6. [후]18913  (8,0)~(8,3)    점수 선12-후12
      7. [선]19931  (2,13)~(2,15)  점수 선15-후11
      8. [후]18913  (0,11)~(3,11)  점수 선14-후15
      9. [선]19931  (0,8)~(0,12)   점수 선19-후14
     10. [후]18913  (1,10)~(2,12)  점수 선18-후18
     11. [선]19931  (4,10)~(5,12)  점수 선24-후17
     12. [후]18913  (1,13)~(1,15)  점수 선24-후19
     13. [선]19931  (4,7)~(4,9)    점수 선27-후19
     14. [후]18913  (3,7)~(5,7)    점수 선26-후22
     15. [선]19931  (7,2)~(9,2)    점수 선29-후21
     16. [후]18913  (4,2)~(6,2)    점수 선29-후24
     17. [선]19931  (2,0)~(2,2)    점수 선32-후24
     18. [후]18913  (7,16)~(9,16)  점수 선32-후27
     19. [선]19931  (5,4)~(7,4)    점수 선35-후27
     20. [후]18913  (3,13)~(5,13)  점수 선35-후29
     21. [선]19931  (8,9)~(9,9)    점수 선37-후29
     22. [후]18913  (1,4)~(1,5)    점수 선37-후31
     23. [선]19931  (1,6)~(1,7)    점수 선39-후31
     24. [후]18913  (7,11)~(7,13)  점수 선39-후34
     25. [선]19931  (7,7)~(7,8)    점수 선41-후34
     26. [후]18913  (6,12)~(8,12)  점수 선41-후36
     27. [선]19931  (7,14)~(7,15)  점수 선43-후36
     28. [후]18913  (5,15)~(5,16)  점수 선43-후38
     29. [선]19931  (9,12)~(9,13)  점수 선45-후38
     30. [후]18913  (6,10)~(7,11)  점수 선45-후41
     31. [선]19931  (3,8)~(3,9)    점수 선47-후41
     32. [후]18913  (3,9)~(6,10)   점수 선43-후48
     33. [선]19931  (2,9)~(3,12)   점수 선51-후42
     34. [후]18913  (6,0)~(7,0)    점수 선51-후44
     35. [선]19931  (5,0)~(9,0)    점수 선56-후41
     36. [후]18913  (4,0)~(5,1)    점수 선55-후45
     37. [선]19931  (2,4)~(2,5)    점수 선57-후45
     38. [후]18913  (3,5)~(4,5)    점수 선57-후47
     39. [선]19931  (3,4)~(5,5)    점수 선62-후45
     40. [후]18913  PASS               점수 선62-후45
     41. [선]19931  PASS               점수 선62-후45
  --- 결과 ---  최종 점수 선62-후45  →  19931 승   (정상 종료)
