날짜: 2026-06-26
게임 #353 (보드 #29, 시드 20270029)
대결: 선공 18913  vs  후공 19941

== 보드 (10행 x 17열, 각 칸 1~9) ==
  7 9 9 5 5 1 4 8 5 9 7 9 1 2 2 7 7
  2 4 9 5 8 5 9 3 3 9 6 6 3 1 3 6 9
  3 6 3 1 4 8 3 2 9 4 7 5 5 9 9 5 1
  4 5 8 6 9 9 3 6 9 1 6 9 8 2 4 2 1
  3 9 8 3 4 1 4 6 7 9 9 8 8 7 5 1 3
  3 3 4 9 7 2 5 1 6 3 9 9 9 5 7 9 1
  6 2 2 2 3 7 8 6 5 4 8 6 9 8 8 9 1
  9 9 5 3 6 9 1 4 6 1 9 9 9 7 5 4 9
  3 9 9 6 4 9 3 4 2 4 1 4 3 9 9 7 4
  4 9 2 3 5 3 2 1 9 2 9 8 4 9 6 1 3

== 진행/결과 ==
  선공(FIRST) = 18913    후공(SECOND) = 19941
  --- 진행 과정 ---
      1. [선]18913  (8,6)~(9,7)    점수 선4-후0
      2. [후]19941  (1,11)~(1,13)  점수 선4-후3
      3. [선]18913  (2,0)~(4,0)    점수 선7-후3
      4. [후]19941  (9,2)~(9,4)    점수 선7-후6
      5. [선]18913  (2,1)~(2,3)    점수 선10-후6
      6. [후]19941  (5,7)~(5,9)    점수 선10-후9
      7. [선]18913  (9,14)~(9,16)  점수 선13-후9
      8. [후]19941  (0,4)~(0,6)    점수 선13-후12
      9. [선]18913  (4,5)~(6,5)    점수 선16-후12
     10. [후]19941  (5,0)~(5,2)    점수 선16-후15
     11. [선]18913  (1,16)~(2,16)  점수 선18-후15
     12. [후]19941  (7,4)~(8,4)    점수 선18-후17
     13. [선]18913  (4,6)~(4,7)    점수 선20-후17
     14. [후]19941  (5,4)~(6,4)    점수 선20-후19
     15. [선]18913  (6,7)~(7,7)    점수 선22-후19
     16. [후]19941  (4,15)~(5,15)  점수 선22-후21
     17. [선]18913  (6,16)~(7,16)  점수 선24-후21
     18. [후]19941  (6,3)~(6,6)    점수 선23-후24
     19. [선]18913  (6,2)~(7,3)    점수 선27-후23
     20. [후]19941  (0,3)~(1,3)    점수 선27-후25
     21. [선]18913  (0,11)~(0,12)  점수 선29-후25
     22. [후]19941  (2,11)~(2,12)  점수 선29-후27
     23. [선]18913  (3,8)~(3,9)    점수 선31-후27
     24. [후]19941  (3,12)~(3,13)  점수 선31-후29
     25. [선]18913  (7,9)~(7,10)   점수 선33-후29
     26. [후]19941  (7,5)~(7,6)    점수 선33-후31
     27. [선]18913  (5,6)~(6,8)    점수 선38-후28
     28. [후]19941  (8,10)~(9,10)  점수 선38-후30
     29. [선]18913  (8,8)~(8,11)   점수 선42-후29
     30. [후]19941  (9,9)~(9,11)   점수 선42-후31
     31. [선]18913  PASS               점수 선42-후31
     32. [후]19941  PASS               점수 선42-후31
  --- 결과 ---  최종 점수 선42-후31  →  18913 승   (정상 종료)
