날짜: 2026-06-26
게임 #154 (보드 #12, 시드 20270012)
대결: 선공 19941  vs  후공 19405

== 보드 (10행 x 17열, 각 칸 1~9) ==
  7 6 4 8 5 2 3 5 7 6 2 8 1 5 2 9 8
  3 1 5 5 5 7 6 6 9 1 7 7 9 9 5 1 6
  7 8 5 6 6 1 7 4 7 7 1 1 4 7 6 4 5
  2 1 5 9 8 2 5 6 9 4 3 4 2 1 2 9 9
  6 7 1 5 2 4 4 3 4 5 6 1 5 2 7 9 7
  4 1 2 8 1 2 6 4 2 7 2 5 2 6 3 7 1
  1 8 2 3 8 3 5 4 1 8 6 2 8 8 6 5 4
  3 4 9 3 6 8 8 1 2 1 3 7 3 7 1 8 7
  2 7 4 5 3 3 4 4 3 9 4 9 8 1 5 4 6
  4 4 7 6 3 8 3 9 4 3 3 3 1 6 8 2 8

== 진행/결과 ==
  선공(FIRST) = 19941    후공(SECOND) = 19405
  --- 진행 과정 ---
      1. [선]19941  (3,10)~(3,13)  점수 선4-후0
      2. [후]19405  (6,0)~(9,0)    점수 선4-후4
      3. [선]19941  (7,7)~(8,8)    점수 선8-후4
      4. [후]19405  (3,2)~(6,2)    점수 선8-후8
      5. [선]19941  (0,10)~(2,10)  점수 선11-후8
      6. [후]19405  (1,1)~(3,1)    점수 선11-후11
      7. [선]19941  (4,4)~(4,6)    점수 선14-후11
      8. [후]19405  (5,1)~(5,4)    점수 선14-후14
      9. [선]19941  (9,8)~(9,10)   점수 선17-후14
     10. [후]19405  (0,5)~(2,5)    점수 선17-후17
     11. [선]19941  (8,4)~(8,6)    점수 선20-후17
     12. [후]19405  (5,14)~(7,14)  점수 선20-후20
     13. [선]19941  (9,11)~(9,13)  점수 선23-후20
     14. [후]19405  (6,8)~(7,9)    점수 선22-후24
     15. [선]19941  (5,7)~(6,8)    점수 선26-후23
     16. [후]19405  (1,2)~(1,3)    점수 선26-후25
     17. [선]19941  (0,0)~(1,0)    점수 선28-후25
     18. [후]19405  (3,4)~(3,5)    점수 선28-후27
     19. [선]19941  (7,12)~(7,13)  점수 선30-후27
     20. [후]19405  (0,1)~(0,2)    점수 선30-후29
     21. [선]19941  (0,4)~(1,4)    점수 선32-후29
     22. [후]19405  (0,12)~(1,12)  점수 선32-후31
     23. [선]19941  (1,7)~(2,7)    점수 선34-후31
     24. [후]19405  (1,8)~(1,9)    점수 선34-후33
     25. [선]19941  (8,13)~(8,15)  점수 선37-후33
     26. [후]19405  (7,15)~(9,15)  점수 선36-후36
     27. [선]19941  (4,0)~(5,0)    점수 선38-후36
     28. [후]19405  (7,10)~(7,11)  점수 선38-후38
     29. [선]19941  (6,11)~(6,12)  점수 선40-후38
     30. [후]19405  (5,12)~(8,12)  점수 선38-후42
     31. [선]19941  (6,10)~(8,10)  점수 선41-후41
     32. [후]19405  (0,15)~(1,15)  점수 선41-후43
     33. [선]19941  (0,14)~(0,16)  점수 선44-후42
     34. [후]19405  (2,14)~(2,15)  점수 선44-후44
     35. [선]19941  PASS               점수 선44-후44
     36. [후]19405  PASS               점수 선44-후44
  --- 결과 ---  최종 점수 선44-후44  →  무승부   (정상 종료)
