날짜: 2026-06-26
게임 #325 (보드 #27, 시드 20270027)
대결: 선공 18913  vs  후공 19405

== 보드 (10행 x 17열, 각 칸 1~9) ==
  5 5 6 3 3 1 5 8 7 9 5 2 6 1 5 8 3
  4 2 6 6 6 6 1 2 1 7 8 7 5 3 4 1 3
  8 7 5 4 4 6 3 6 4 8 6 6 2 5 9 5 9
  6 1 7 6 8 9 1 2 4 1 2 2 1 2 9 9 3
  8 2 1 8 6 8 1 4 1 2 7 6 9 8 3 3 2
  6 1 8 1 7 4 6 4 3 4 3 2 7 9 7 3 1
  5 9 8 3 4 2 3 6 2 8 6 8 9 7 7 7 3
  3 2 7 5 4 9 2 6 5 5 6 2 1 5 3 7 3
  9 7 4 6 8 8 9 2 5 2 9 6 9 4 5 4 7
  8 1 7 7 6 5 7 4 8 8 3 8 8 7 6 3 1

== 진행/결과 ==
  선공(FIRST) = 18913    후공(SECOND) = 19405
  --- 진행 과정 ---
      1. [선]18913  (3,8)~(3,12)   점수 선5-후0
      2. [후]19405  (2,9)~(4,9)    점수 선4-후3
      3. [선]18913  (0,6)~(3,6)    점수 선8-후3
      4. [후]19405  (2,8)~(6,8)    점수 선7-후8
      5. [선]18913  (1,7)~(1,9)    점수 선10-후8
      6. [후]19405  (4,6)~(6,6)    점수 선10-후11
      7. [선]18913  (5,1)~(5,3)    점수 선13-후11
      8. [후]19405  (3,13)~(4,13)  점수 선13-후13
      9. [선]18913  (2,1)~(4,1)    점수 선16-후13
     10. [후]19405  (9,14)~(9,16)  점수 선16-후16
     11. [선]18913  (8,9)~(9,9)    점수 선18-후16
     12. [후]19405  (8,2)~(8,3)    점수 선18-후18
     13. [선]18913  (7,16)~(8,16)  점수 선20-후18
     14. [후]19405  (2,4)~(2,5)    점수 선20-후20
     15. [선]18913  (2,3)~(2,7)    점수 선24-후18
     16. [후]19405  (0,7)~(3,7)    점수 선22-후22
     17. [선]18913  (7,1)~(9,1)    점수 선25-후22
     18. [후]19405  (7,8)~(8,8)    점수 선25-후24
     19. [선]18913  (7,0)~(7,2)    점수 선27-후24
     20. [후]19405  (0,0)~(0,1)    점수 선27-후26
     21. [선]18913  (7,14)~(7,15)  점수 선29-후26
     22. [후]19405  (6,11)~(7,11)  점수 선29-후28
     23. [선]18913  (6,12)~(7,12)  점수 선31-후28
     24. [후]19405  (4,14)~(5,14)  점수 선31-후30
     25. [선]18913  (5,15)~(6,15)  점수 선33-후30
     26. [후]19405  (5,7)~(6,7)    점수 선33-후32
     27. [선]18913  (4,7)~(7,7)    점수 선37-후30
     28. [후]19405  (6,5)~(6,9)    점수 선36-후33
     29. [선]18913  (5,13)~(5,16)  점수 선39-후32
     30. [후]19405  (4,14)~(6,15)  점수 선36-후37
     31. [선]18913  (6,4)~(6,10)   점수 선43-후32
     32. [후]19405  (6,13)~(6,16)  점수 선43-후34
     33. [선]18913  (2,13)~(7,13)  점수 선48-후31
     34. [후]19405  (1,12)~(2,13)  점수 선47-후35
     35. [선]18913  (0,13)~(1,14)  점수 선51-후34
     36. [후]19405  (5,3)~(6,4)    점수 선49-후38
     37. [선]18913  (5,0)~(5,5)    점수 선53-후36
     38. [후]19405  (4,4)~(7,4)    점수 선52-후39
     39. [선]18913  (4,10)~(5,10)  점수 선54-후39
     40. [후]19405  PASS               점수 선54-후39
     41. [선]18913  PASS               점수 선54-후39
  --- 결과 ---  최종 점수 선54-후39  →  18913 승   (정상 종료)
